Dependente;Independente;Modelo;Grupo;R2 medio;Desvio R2;MSE medio;Desvio MSE;Tempo
Valor total repassado;Bloco educaçaõ resumido;Regressão linear;1;0.24139131581590542;0.029705612992182943;0.0035893286388890312;0.00029414033864439863;0.01160
Valor total repassado;Bloco educaçaõ resumido;XGBoost;1;0.4736379265785217;0.07208712117870977;0.0024638130329549313;0.00014251461869293916;0.01160
Valor total repassado;Bloco educaçaõ resumido;MLP;1;0.4294740676879883;0.053880864961046944;0.002684412756934762;0.0001596830043021348;0.01160
Valor total repassado;Bloco educação completo;Regressão linear;0;0.34360558875941066;0.04945006629560941;0.006170905977774932;0.000614013348092661;0.01349
Valor total repassado;Bloco educação completo;XGBoost;0;0.7014221310615539;0.05903005934126066;0.0028011887799948452;0.0005475768884968895;0.01349
Valor total repassado;Bloco educação completo;MLP;0;0.5444708943367005;0.046074767342998965;0.0042844618204981085;0.0005304798027980568;0.01349
Valor total repassado;Bloco educação completo;Regressão linear;1;0.2373792389344076;0.038802520052403984;0.0032378501420675778;0.0002548083284927706;0.01425
Valor total repassado;Bloco educação completo;XGBoost;1;0.5181179165840148;0.10270304139122653;0.0020057632820680736;0.00013291106009500508;0.01425
Valor total repassado;Bloco educação completo;MLP;1;0.3445581316947937;0.16458168895509456;0.0027563320472836494;0.0006278909023299964;0.01425
Valor total repassado;Bloco renda individual;Regressão linear;0;0.04375604204587182;0.04344412957004726;0.02686119273828418;0.003796972347780263;0.01151
Valor total repassado;Bloco renda individual;XGBoost;0;-0.5857736468315125;0.44269581313862555;0.042821063101291655;0.005787439390078392;0.01151
Valor total repassado;Bloco renda individual;MLP;0;0.0237662672996521;0.02883668056367875;0.027408217638731004;0.003614025843056356;0.01151
Valor total repassado;Bloco renda individual;Regressão linear;1;0.017749370234295146;0.0049550886447729935;0.0009698025214062175;9.787125406254845e-05;0.00987
Valor total repassado;Bloco renda individual;XGBoost;1;-0.012041187286376953;0.008342573645033387;0.0009982756222598256;9.23517177768984e-05;0.00987
Valor total repassado;Bloco renda individual;MLP;1;0.0008691191673278808;0.01705702758586065;0.0009875356336124241;0.00011069855795730627;0.00987
Valor total repassado;Bloco renda completo;Regressão linear;0;-0.043172574602401446;0.08304855720896213;0.02814301542948725;0.004322652734847908;0.00962
Valor total repassado;Bloco renda completo;XGBoost;0;0.2843249082565308;0.09186897031451229;0.019611608795821668;0.00516502810791142;0.00962
Valor total repassado;Bloco renda completo;MLP;0;0.0814818024635315;0.1194928298703856;0.024562432244420052;0.0031292653040217496;0.00962
Valor total repassado;Bloco renda completo;Regressão linear;1;0.006302661503408391;0.006198152130814699;0.0015357865903447162;0.00022701795571553358;0.01159
Valor total repassado;Bloco renda completo;XGBoost;1;-0.27890279293060305;0.1281435723859953;0.0019479788839817046;9.025339777911762e-05;0.01159
Valor total repassado;Bloco renda completo;MLP;1;0.038973557949066165;0.011618715631766597;0.0014856517314910888;0.0002227452882924551;0.01159
Valor total repassado;Bloco renda completo;Regressão linear;2;0.0004935100722402996;0.0025953525427284715;0.001439418825100787;0.00012172271778333147;0.01075
Valor total repassado;Bloco renda completo;XGBoost;2;-0.35501129627227784;0.07678000956247126;0.0019442717311903834;0.00011150007394325024;0.01075
Valor total repassado;Bloco renda completo;MLP;2;0.025393354892730712;0.027521132878487734;0.001403710967861116;0.00012526801687822524;0.01075
Valor total repassado;Bloco saúde individual;Regressão linear;0;-0.024291885925667465;0.014247986731125937;0.028285818459362528;0.006985312160057438;0.01011
Valor total repassado;Bloco saúde individual;XGBoost;0;-0.8894570112228394;0.35051757718819626;0.05289393812417984;0.01922666737947628;0.01011
Valor total repassado;Bloco saúde individual;MLP;0;-0.012734007835388184;0.013741417055660515;0.02807528804987669;0.00722143908132841;0.01011
Valor total repassado;Bloco saúde individual;Regressão linear;1;0.04295641816051741;0.010939962473589112;0.0004094201267517722;4.872671056351706e-05;0.01115
Valor total repassado;Bloco saúde individual;XGBoost;1;-0.01542818546295166;0.030199338531725094;0.000434153585229069;5.1174964877879446e-05;0.01115
Valor total repassado;Bloco saúde individual;MLP;1;-0.016112327575683594;0.01473399913489723;0.0004355366574600339;5.807818545581609e-05;0.01115
Valor total repassado;Bloco saúde individual;Regressão linear;2;0.02621491993930276;0.014995898381747114;0.001824099227826423;0.000211212596433445;0.01041
Valor total repassado;Bloco saúde individual;XGBoost;2;0.013735127449035645;0.027004751455316143;0.0018499723868444563;0.00024057825861134902;0.01041
Valor total repassado;Bloco saúde individual;MLP;2;0.028231871128082276;0.0176407550551592;0.0018211930291727185;0.0002192546471847737;0.01041
Valor total repassado;Bloco saaúde resumido;Regressão linear;0;0.07960951963589465;0.010135426437169224;0.010265172869960147;0.001584123338548505;0.01011
Valor total repassado;Bloco saaúde resumido;XGBoost;0;-0.04764963388442993;0.049501054340301824;0.011675797589123248;0.0018151700745885936;0.01011
Valor total repassado;Bloco saaúde resumido;MLP;0;0.10615711212158203;0.021205796941768322;0.00996047668159008;0.0014725628414525005;0.01011
Valor total repassado;Bloco saaúde resumido;Regressão linear;1;0.04176589821297962;0.010907573730820123;0.0007822604445057266;0.0003264403237548739;0.01255
Valor total repassado;Bloco saaúde resumido;XGBoost;1;-0.3358506202697754;0.6327738704066641;0.0009372283646371215;0.0002739990225719005;0.01255
Valor total repassado;Bloco saaúde resumido;MLP;1;0.039625275135040286;0.04386631199639075;0.0007742646906990558;0.00031253027222395447;0.01255
Valor total repassado;Bloco saúde completo;Regressão linear;0;0.1260260540962111;0.025367139981934055;0.010128951966879348;0.0014428939344962091;0.01449
Valor total repassado;Bloco saúde completo;XGBoost;0;0.24234215021133423;0.09636239335796747;0.008635936584323645;0.000506482616420929;0.01449
Valor total repassado;Bloco saúde completo;MLP;0;0.21196054220199584;0.06598766278910118;0.009102886263281106;0.0012569742161953905;0.01449
Valor total repassado;Bloco saúde completo;Regressão linear;1;0.08409599507754273;0.01364835481923265;0.0011483325075522853;0.0003782437885953676;0.01295
Valor total repassado;Bloco saúde completo;XGBoost;1;0.10092725753784179;0.16836853846320488;0.0010658459737896918;0.00025583583208243653;0.01295
Valor total repassado;Bloco saúde completo;MLP;1;-0.008366823196411133;0.01087943378877546;0.0012572988751344382;0.00039773735854852865;0.01295
Valor total repassado;Todos atributos independentes;Regressão linear;0;0.38740537350944887;0.026111462995741873;0.005800741738103835;0.0004991053731797004;0.01594
Valor total repassado;Todos atributos independentes;XGBoost;0;0.7935108184814453;0.03402497509842049;0.0019601723877713086;0.000397628716122827;0.01594
Valor total repassado;Todos atributos independentes;MLP;0;0.6577014684677124;0.09240328234461098;0.003182596666738391;0.0006908295827410945;0.01594
Valor total repassado;Todos atributos independentes;Regressão linear;1;0.2825700046397971;0.016392012345793777;0.0022514541491118556;0.0007536622118255397;0.01789
Valor total repassado;Todos atributos independentes;XGBoost;1;0.7140043020248413;0.04330493380087103;0.0008770895772613585;0.0002570334130022137;0.01789
Valor total repassado;Todos atributos independentes;MLP;1;0.507972002029419;0.08902767872710465;0.0015838310937397182;0.000681355067930514;0.01789
População beneficiária;Idese;Regressão linear;0;0.08782150311272736;0.011169374015180538;0.008080082585846225;0.00038056593680472876;0.01339
População beneficiária;Idese;XGBoost;0;0.07658233642578124;0.025828903239363554;0.00817926013842225;0.0004333272638492776;0.01339
População beneficiária;Idese;MLP;0;-0.001073741912841797;0.0009216172897201603;0.008865902200341225;0.0003607808115418998;0.01339
População beneficiária;Idese;Regressão linear;1;-0.001169456301224292;0.001190525195216166;0.020803658180048326;0.000921304379010269;0.01063
População beneficiária;Idese;XGBoost;1;-0.0803407907485962;0.019133757782632904;0.022455670312047003;0.001201357817859;0.01063
População beneficiária;Idese;MLP;1;-0.0005393028259277344;0.00037021442425839247;0.020790330693125726;0.0009156448223246239;0.01063
População beneficiária;Blocos individuais;Regressão linear;0;0.04578739514990091;0.01452747469652748;0.023473187224596646;0.001059478804310415;0.01130
População beneficiária;Blocos individuais;XGBoost;0;-0.10978932380676269;0.0662897288837592;0.02729255482554436;0.0019060652361534217;0.01130
População beneficiária;Blocos individuais;MLP;0;-0.0019075393676757813;0.0010749953325482372;0.02463633194565773;0.0007898119905367733;0.01130
População beneficiária;Blocos individuais;Regressão linear;1;0.11115419186555402;0.008175717166838233;0.009474566693741953;0.00030319505353977925;0.01230
População beneficiária;Blocos individuais;XGBoost;1;-0.03384122848510742;0.028234514303082565;0.011012539453804492;0.00018705448962267463;0.01230
População beneficiária;Blocos individuais;MLP;1;-0.0030478239059448242;0.003025544743701718;0.010693220049142837;0.0003690195427068394;0.01230
População beneficiária;Bloco educação individual;Regressão linear;0;0.010137863194797614;0.004211994710693882;0.00976513409519508;0.00047025418544536086;0.01140
População beneficiária;Bloco educação individual;XGBoost;0;-0.004769504070281982;0.022405432484335696;0.009903762303292752;0.00033603849198863845;0.01140
População beneficiária;Bloco educação individual;MLP;0;0.01709200143814087;0.005939859725811434;0.009697835519909858;0.0004947371617460837;0.01140
População beneficiária;Bloco educação individual;Regressão linear;1;0.016878482203223612;0.008444355097111382;0.020461662613687766;0.001122941472615569;0.01183
População beneficiária;Bloco educação individual;XGBoost;1;-0.07569675445556641;0.03840196740543275;0.02235380597412586;0.0007662840559910547;0.01183
População beneficiária;Bloco educação individual;MLP;1;0.02338070869445801;0.013418200732664493;0.02032420188188553;0.0011048974566433595;0.01183
População beneficiária;Bloco educaçaõ resumido;Regressão linear;0;0.12287044367307501;0.022735764806554395;0.013341999168616014;0.0010608538789699375;0.01284
População beneficiária;Bloco educaçaõ resumido;XGBoost;0;0.11866610050201416;0.039392495872379814;0.013389203883707523;0.0009833226157357994;0.01284
População beneficiária;Bloco educaçaõ resumido;MLP;0;0.1602479934692383;0.02468642093348389;0.01278744637966156;0.0011863936521807183;0.01284
População beneficiária;Bloco educaçaõ resumido;Regressão linear;1;0.06309153830521888;0.017273397342552375;0.02667125924330389;0.001340293638513858;0.01047
População beneficiária;Bloco educaçaõ resumido;XGBoost;1;0.20651711225509645;0.023245785505983337;0.022594616934657096;0.0013477679998970063;0.01047
População beneficiária;Bloco educaçaõ resumido;MLP;1;0.18684520721435546;0.042660725503665814;0.023161305114626884;0.0018031874566147334;0.01047
População beneficiária;Bloco educação completo;Regressão linear;0;0.061667542298510236;0.006364167168589442;0.028587113729342768;0.001116182372524736;0.01254
População beneficiária;Bloco educação completo;XGBoost;0;0.45238733291625977;0.03662729835564682;0.01664957795292139;0.0007327397655716741;0.01254
População beneficiária;Bloco educação completo;MLP;0;0.15655144453048705;0.03452668895699411;0.025689934194087983;0.0013346216383707651;0.01254
População beneficiária;Bloco educação completo;Regressão linear;1;0.09566062707498221;0.011572846836869304;0.015380042251824714;0.0007735650871069336;0.01254
População beneficiária;Bloco educação completo;XGBoost;1;0.3658145904541016;0.016733790468957684;0.010780962929129601;0.0005064434984644151;0.01254
População beneficiária;Bloco educação completo;MLP;1;0.16468750238418578;0.021087376084972173;0.01420453954488039;0.000765559111284128;0.01254
População beneficiária;Bloco renda individual;Regressão linear;0;0.017725855211478403;0.00858250055907881;0.008644057686361912;0.00019076047158509167;0.00956
População beneficiária;Bloco renda individual;XGBoost;0;-0.05125458240509033;0.0073583720835979066;0.00925066526979208;0.00017760388099653552;0.00956
População beneficiária;Bloco renda individual;MLP;0;0.025297772884368897;0.010925039424774529;0.008577924221754074;0.0002187856683562214;0.00956
População beneficiária;Bloco renda individual;Regressão linear;1;0.001287598378526722;0.004865607292670047;0.020383308339494186;0.0007724484003266827;0.01168
População beneficiária;Bloco renda individual;XGBoost;1;-0.059821343421936034;0.03139504689474526;0.021610753238201143;0.00043741231828149576;0.01168
População beneficiária;Bloco renda individual;MLP;1;0.049503099918365476;0.01912444042985444;0.019399508088827132;0.0008336800573520024;0.01168
População beneficiária;Bloco renda completo;Regressão linear;0;0.15878954192523437;0.029983447914546414;0.009536290678744331;0.00041974035568771966;0.01150
População beneficiária;Bloco renda completo;XGBoost;0;-0.04084237813949585;0.0687700803496314;0.011781208962202073;0.000490998979633917;0.01150
População beneficiária;Bloco renda completo;MLP;0;-0.0020857334136962892;0.00109215430234218;0.011362425424158573;0.0003684405781966517;0.01150
População beneficiária;Bloco renda completo;Regressão linear;1;0.0767997165192151;0.023635317353728116;0.022126154369905254;0.001323151814439149;0.01183
População beneficiária;Bloco renda completo;XGBoost;1;-0.16503331661224366;0.056943083438535255;0.027867864072322845;0.0011478513648028126;0.01183
População beneficiária;Bloco renda completo;MLP;1;0.14691823720932007;0.03397217419572677;0.02044176124036312;0.0013310729335912859;0.01183
População beneficiária;Bloco saúde individual;Regressão linear;0;0.060308422417932064;0.0069221420942385025;0.007817374412396974;0.00028658674548685646;0.01275
População beneficiária;Bloco saúde individual;XGBoost;0;0.009601402282714843;0.02186738931704465;0.00824089627712965;0.0003861318756489986;0.01275
População beneficiária;Bloco saúde individual;MLP;0;0.07080105543136597;0.014998459866063197;0.007732064742594957;0.00035289462798210336;0.01275
População beneficiária;Bloco saúde individual;Regressão linear;1;0.05247217965915052;0.01121588914493416;0.020444968904741297;0.0008045467487615786;0.00976
População beneficiária;Bloco saúde individual;XGBoost;1;-0.015041422843933106;0.036216991973214804;0.0218870647251606;0.0007946249732432627;0.00976
População beneficiária;Bloco saúde individual;MLP;1;0.06146061420440674;0.014557636594333583;0.020249452069401742;0.000779515944274064;0.00976
População beneficiária;Bloco saaúde resumido;Regressão linear;0;0.13606408548890125;0.028029363385400744;0.022874744721709462;0.0010710870127443191;0.01336
População beneficiária;Bloco saaúde resumido;XGBoost;0;0.015937387943267822;0.04383370000261976;0.02603459805250168;0.0010184498230503755;0.01336
População beneficiária;Bloco saaúde resumido;MLP;0;-0.0014605760574340821;0.001205774350069342;0.02650991305708885;0.0006806729328036911;0.01336
População beneficiária;Bloco saaúde resumido;Regressão linear;1;0.0511763229612465;0.005079183041667689;0.010898396847625511;0.0004307686554492762;0.01007
População beneficiária;Bloco saaúde resumido;XGBoost;1;-0.22570714950561524;0.0658612549687411;0.014073657803237438;0.0008707546261811578;0.01007
População beneficiária;Bloco saaúde resumido;MLP;1;-0.0013378381729125977;0.0016126450696084065;0.011502846330404281;0.0004804681257027655;0.01007
População beneficiária;Bloco saúde completo;Regressão linear;0;0.06659732167925611;0.021290974291106404;0.026784436755625012;0.0007118014571779474;0.01432
