id;Combinacao;Modelo;Grupo;R2 medio;Desvio R2;MSE medio;Desvio MSE;Tempo
1;Total de beneficiarios <-> Idese;XGBoost;0;-0.17996370792388916;0.05048514029791073;0.0187831724062562;0.0037039738098208147;0.12729334831237793
2;Total de beneficiarios <-> Idese;Light GBM;0;-0.1569507620004357;0.09565083578361482;0.018458447438664528;0.004365026057210813;0.07132101058959961
3;Total de beneficiarios <-> Idese;MLP;0;-0.12273290157318115;0.159384128946196;0.01774044372141361;0.0036855763432927283;13.334.361.791.610.700
4;Total de beneficiarios <-> Idese;Regressão linear;1;0.02344117958490144;0.006272445188975036;0.000989021192732155;0.00012317372875353595;0.009325027465820312
5;Total de beneficiarios <-> Idese;XGBoost;1;0.01607222557067871;0.008424552925987205;0.0009969411883503198;0.00012846948510321945;0.1637427806854248
6;Total de beneficiarios <-> Idese;Light GBM;1;-0.014427429518837886;0.00993056573180371;0.0010274868806140337;0.00012884632330884381;0.18140053749084473
7;Total de beneficiarios <-> Idese;MLP;1;-0.007103419303894043;0.007496118671941618;0.0010203039622865618;0.00013066981454158648;40.966.302.156.448.300
8;Total de beneficiarios <-> Idese;Regressão linear;2;-0.0009699911655446592;0.0023183290617266182;0.0015951404667513265;0.00010621661096586849;0.008492708206176758
9;Total de beneficiarios <-> Idese;XGBoost;2;-0.00471411943435669;0.008612152569601298;0.001601490844041109;0.00011281087883809614;0.13078045845031738
10;Total de beneficiarios <-> Idese;Light GBM;2;-0.03136345182172713;0.012171977750142567;0.0016432547145486867;0.00010603685973253908;0.1673886775970459
11;Total de beneficiarios <-> Idese;MLP;2;0.0004252791404724121;0.0038400079207925827;0.0015933027258142828;0.00011173935394995868;3.392.300.081.253.050
0;Total de beneficiarios <-> blocos;Regressão linear;0;0.17106378532971364;0.0254105373453375;0.008586019287288835;0.0012068522334182277;0.011771440505981445
1;Total de beneficiarios <-> blocos;XGBoost;0;0.2528995513916016;0.0315810382454731;0.007755308039486408;0.001205928719139543;0.15381431579589844
2;Total de beneficiarios <-> blocos;Light GBM;0;0.24421669427287682;0.043088137918316866;0.007829133639756274;0.0011719034027808134;0.1977684497833252
3;Total de beneficiarios <-> blocos;MLP;0;0.23280608654022217;0.04382016460217013;0.007946692127734422;0.0011981412285604468;35.499.454.498.291.000
0;Total de beneficiarios <-> blocos;Regressão linear;0;0.17106378532971364;0.0254105373453375;0.008586019287288835;0.0012068522334182277;0.011771440505981445
1;Total de beneficiarios <-> blocos;XGBoost;0;0.2528995513916016;0.0315810382454731;0.007755308039486408;0.001205928719139543;0.15381431579589844
2;Total de beneficiarios <-> blocos;Light GBM;0;0.24421669427287682;0.043088137918316866;0.007829133639756274;0.0011719034027808134;0.1977684497833252
3;Total de beneficiarios <-> blocos;MLP;0;0.23280608654022217;0.04382016460217013;0.007946692127734422;0.0011981412285604468;35.499.454.498.291.000
4;Total de beneficiarios <-> blocos;Regressão linear;1;0.11059324906894166;0.010141416132405032;0.0020916370097320163;0.0001814903313342896;0.01350712776184082
5;Total de beneficiarios <-> blocos;XGBoost;1;0.1322166919708252;0.009676278847374284;0.0020411076257005334;0.00018030781827316588;0.175370454788208
6;Total de beneficiarios <-> blocos;Light GBM;1;0.09447249597380858;0.017669947802631862;0.002130774968023134;0.00019881161597512482;0.21151018142700195
7;Total de beneficiarios <-> blocos;MLP;1;-0.003717970848083496;0.0027243017394744315;0.0023612272925674915;0.00021128625635300394;42.848.777.532.577.500
0;Total de beneficiarios <-> blocoEducacao;Regressão linear;0;0.0006624600470427566;0.05967807213057599;0.019785228127213526;0.0035901351779480746;0.009255409240722656
1;Total de beneficiarios <-> blocoEducacao;XGBoost;0;-0.01949172019958496;0.09142011048470343;0.020110470429062843;0.0036771227208315087;0.13871979713439941
2;Total de beneficiarios <-> blocoEducacao;Light GBM;0;-0.03291114127801431;0.0805968679019396;0.02034801870524238;0.0033621955540119727;0.08662652969360352
3;Total de beneficiarios <-> blocoEducacao;MLP;0;-0.0009570002555847168;0.0646188664954868;0.01978768203407526;0.003467015521154927;12.976.986.408.233.600
0;Total de beneficiarios <-> blocoEducacao;Regressão linear;0;0.0006624600470427566;0.05967807213057599;0.019785228127213526;0.0035901351779480746;0.009255409240722656
1;Total de beneficiarios <-> blocoEducacao;XGBoost;0;-0.01949172019958496;0.09142011048470343;0.020110470429062843;0.0036771227208315087;0.13871979713439941
2;Total de beneficiarios <-> blocoEducacao;Light GBM;0;-0.03291114127801431;0.0805968679019396;0.02034801870524238;0.0033621955540119727;0.08662652969360352
3;Total de beneficiarios <-> blocoEducacao;MLP;0;-0.0009570002555847168;0.0646188664954868;0.01978768203407526;0.003467015521154927;12.976.986.408.233.600
4;Total de beneficiarios <-> blocoEducacao;Regressão linear;1;0.01414440039883802;0.005525358214397817;0.001168533480312299;0.00012556139311661882;0.010560989379882812
5;Total de beneficiarios <-> blocoEducacao;XGBoost;1;0.02121824026107788;0.008370983462675317;0.001159953698515892;0.0001227520919754686;0.14696812629699707
6;Total de beneficiarios <-> blocoEducacao;Light GBM;1;0.001612173748810042;0.006939722431363584;0.0011825571220418815;0.00011866031097954579;0.19178175926208496
7;Total de beneficiarios <-> blocoEducacao;MLP;1;0.017113697528839112;0.013839993483943124;0.0011653339257463812;0.00012838203676125774;6.763.557.291.030.880
0;Total de beneficiarios <-> blocoEducacaoResumido;Regressão linear;0;0.3956368696188271;0.04088520341757692;0.006696652874598587;0.0017836309558151222;0.00858759880065918
1;Total de beneficiarios <-> blocoEducacaoResumido;XGBoost;0;0.5953686833381653;0.05559551412207339;0.0045708561781793835;0.0015704145002826799;0.16535449028015137
2;Total de beneficiarios <-> blocoEducacaoResumido;Light GBM;0;0.6252031190180537;0.060155186614975265;0.0041541479624165505;0.0013038062856173614;0.1939694881439209
3;Total de beneficiarios <-> blocoEducacaoResumido;MLP;0;0.5770361542701721;0.05577896430884785;0.004751160973683;0.0015374851450078637;26.467.384.576.797.400
0;Total de beneficiarios <-> blocoEducacaoResumido;Regressão linear;0;0.3956368696188271;0.04088520341757692;0.006696652874598587;0.0017836309558151222;0.00858759880065918
1;Total de beneficiarios <-> blocoEducacaoResumido;XGBoost;0;0.5953686833381653;0.05559551412207339;0.0045708561781793835;0.0015704145002826799;0.16535449028015137
2;Total de beneficiarios <-> blocoEducacaoResumido;Light GBM;0;0.6252031190180537;0.060155186614975265;0.0041541479624165505;0.0013038062856173614;0.1939694881439209
3;Total de beneficiarios <-> blocoEducacaoResumido;MLP;0;0.5770361542701721;0.05577896430884785;0.004751160973683;0.0015374851450078637;26.467.384.576.797.400
4;Total de beneficiarios <-> blocoEducacaoResumido;Regressão linear;1;0.2861303063309813;0.037588173968816974;0.0027541469071079494;0.0003830547421122843;0.012984275817871094
5;Total de beneficiarios <-> blocoEducacaoResumido;XGBoost;1;0.5162159562110901;0.07234838260886053;0.0018472820986062289;0.0002523101369563876;0.18044614791870117
6;Total de beneficiarios <-> blocoEducacaoResumido;Light GBM;1;0.5326165785644819;0.05540903232593392;0.001784253140454622;0.00016687777804562511;0.20960354804992676
7;Total de beneficiarios <-> blocoEducacaoResumido;MLP;1;0.5111546277999878;0.0770309551097307;0.0018601543735712767;0.00021081145819659353;51.439.626.932.144.100
0;Total de beneficiarios <-> blocoEducacaoTodos;Regressão linear;0;0.39825533146152126;0.07977084857921228;0.006554368007712865;0.0010288362449309052;0.013161420822143555
1;Total de beneficiarios <-> blocoEducacaoTodos;XGBoost;0;0.6225876450538635;0.06139516897969262;0.004092177888378501;0.0006498681106543371;0.19579863548278809
2;Total de beneficiarios <-> blocoEducacaoTodos;Light GBM;0;0.6750145034545326;0.045256627406260436;0.0035228808534089897;0.00045945625653518916;0.20932531356811523
3;Total de beneficiarios <-> blocoEducacaoTodos;MLP;0;-0.004571008682250977;0.00460535441277758;0.01095191016793251;0.0011348948091252629;2.994.547.462.463.370
0;Total de beneficiarios <-> blocoEducacaoTodos;Regressão linear;0;0.39825533146152126;0.07977084857921228;0.006554368007712865;0.0010288362449309052;0.013161420822143555
1;Total de beneficiarios <-> blocoEducacaoTodos;XGBoost;0;0.6225876450538635;0.06139516897969262;0.004092177888378501;0.0006498681106543371;0.19579863548278809
2;Total de beneficiarios <-> blocoEducacaoTodos;Light GBM;0;0.6750145034545326;0.045256627406260436;0.0035228808534089897;0.00045945625653518916;0.20932531356811523
3;Total de beneficiarios <-> blocoEducacaoTodos;MLP;0;-0.004571008682250977;0.00460535441277758;0.01095191016793251;0.0011348948091252629;2.994.547.462.463.370
4;Total de beneficiarios <-> blocoEducacaoTodos;Regressão linear;1;0.2677310422714381;0.021222090544889913;0.0024775044047844405;0.00046385218079971255;0.014444351196289062
5;Total de beneficiarios <-> blocoEducacaoTodos;XGBoost;1;0.539584469795227;0.06040235094722539;0.0015277569182217121;0.00015621415179293248;0.21383428573608398
6;Total de beneficiarios <-> blocoEducacaoTodos;Light GBM;1;0.5899144372434056;0.049876881429573784;0.0013634766071079867;0.0001528869879355293;0.23613381385803223
7;Total de beneficiarios <-> blocoEducacaoTodos;MLP;1;0.48364466428756714;0.07241072108874182;0.0017126446822658182;0.00018864112809270476;50.110.697.984.695.400
0;Total de beneficiarios <-> blocoRenda;Regressão linear;0;-0.036231090827609516;0.02692459255081245;0.018105133131666992;0.005860409811000753;0.008140802383422852
1;Total de beneficiarios <-> blocoRenda;XGBoost;0;-0.11859402656555176;0.23875396321147116;0.019245070964097978;0.006655485173604391;0.13640809059143066
2;Total de beneficiarios <-> blocoRenda;Light GBM;0;-0.032310367574733226;0.1452382036482647;0.018450666802104283;0.007855321027012235;0.0734715461730957
3;Total de beneficiarios <-> blocoRenda;MLP;0;-0.03121786117553711;0.02632680277554288;0.018003587238490583;0.005781462714348323;13.393.799.066.543.500
0;Total de beneficiarios <-> blocoRenda;Regressão linear;0;-0.036231090827609516;0.02692459255081245;0.018105133131666992;0.005860409811000753;0.008140802383422852
1;Total de beneficiarios <-> blocoRenda;XGBoost;0;-0.11859402656555176;0.23875396321147116;0.019245070964097978;0.006655485173604391;0.13640809059143066
2;Total de beneficiarios <-> blocoRenda;Light GBM;0;-0.032310367574733226;0.1452382036482647;0.018450666802104283;0.007855321027012235;0.0734715461730957
3;Total de beneficiarios <-> blocoRenda;MLP;0;-0.03121786117553711;0.02632680277554288;0.018003587238490583;0.005781462714348323;13.393.799.066.543.500
4;Total de beneficiarios <-> blocoRenda;Regressão linear;1;0.017409683357062434;0.003619372126972154;0.0011839421446456938;0.00010301348968275462;0.010133981704711914
5;Total de beneficiarios <-> blocoRenda;XGBoost;1;0.012618553638458253;0.007811109265673494;0.0011900552315637469;0.00010773024403627905;0.16731834411621094
6;Total de beneficiarios <-> blocoRenda;Light GBM;1;-0.0013382360972142404;0.01422600479214256;0.0012075341964309107;0.00011782990287168803;0.20279812812805176
7;Total de beneficiarios <-> blocoRenda;MLP;1;-0.006446623802185058;0.006608617517941615;0.0012130843475461005;0.00011016910213692569;6.761.987.447.738.640
0;Total de beneficiarios <-> blocoRendaTodos;Regressão linear;0;-0.022617644436462102;0.07630462390390129;0.01802181873784811;0.002080176422275096;0.00883173942565918
1;Total de beneficiarios <-> blocoRendaTodos;XGBoost;0;0.2928140163421631;0.16826065339738489;0.01249252911657095;0.0032778246670775203;0.16210103034973145
2;Total de beneficiarios <-> blocoRendaTodos;Light GBM;0;0.2635102348248708;0.11829553189974469;0.012966886057746017;0.0022345563585095623;0.08571624755859375
3;Total de beneficiarios <-> blocoRendaTodos;MLP;0;-0.14481308460235595;0.2756129706357606;0.02037368007004261;0.00583012647851941;13.202.227.115.631.100
0;Total de beneficiarios <-> blocoRendaTodos;Regressão linear;0;-0.022617644436462102;0.07630462390390129;0.01802181873784811;0.002080176422275096;0.00883173942565918
1;Total de beneficiarios <-> blocoRendaTodos;XGBoost;0;0.2928140163421631;0.16826065339738489;0.01249252911657095;0.0032778246670775203;0.16210103034973145
2;Total de beneficiarios <-> blocoRendaTodos;Light GBM;0;0.2635102348248708;0.11829553189974469;0.012966886057746017;0.0022345563585095623;0.08571624755859375
3;Total de beneficiarios <-> blocoRendaTodos;MLP;0;-0.14481308460235595;0.2756129706357606;0.02037368007004261;0.00583012647851941;13.202.227.115.631.100
4;Total de beneficiarios <-> blocoRendaTodos;Regressão linear;1;0.012679798827005229;0.006447800975212488;0.001290760877588307;0.0002082874600848015;0.009353160858154297
5;Total de beneficiarios <-> blocoRendaTodos;XGBoost;1;0.0655206322669983;0.012625179257429972;0.0012205759761855007;0.0001908024364124464;0.14896655082702637
6;Total de beneficiarios <-> blocoRendaTodos;Light GBM;1;0.035236350924755654;0.02290498762127942;0.0012594872457334678;0.00019517600413723683;0.19298243522644043
7;Total de beneficiarios <-> blocoRendaTodos;MLP;1;0.05065704584121704;0.025950089363187948;0.001242089830338955;0.0002085546458750739;35.696.351.766.586.300
0;Total de beneficiarios <-> blocoRendaTodos;Regressão linear;0;-0.022617644436462102;0.07630462390390129;0.01802181873784811;0.002080176422275096;0.00883173942565918
1;Total de beneficiarios <-> blocoRendaTodos;XGBoost;0;0.2928140163421631;0.16826065339738489;0.01249252911657095;0.0032778246670775203;0.16210103034973145
2;Total de beneficiarios <-> blocoRendaTodos;Light GBM;0;0.2635102348248708;0.11829553189974469;0.012966886057746017;0.0022345563585095623;0.08571624755859375
3;Total de beneficiarios <-> blocoRendaTodos;MLP;0;-0.14481308460235595;0.2756129706357606;0.02037368007004261;0.00583012647851941;13.202.227.115.631.100
4;Total de beneficiarios <-> blocoRendaTodos;Regressão linear;1;0.012679798827005229;0.006447800975212488;0.001290760877588307;0.0002082874600848015;0.009353160858154297
5;Total de beneficiarios <-> blocoRendaTodos;XGBoost;1;0.0655206322669983;0.012625179257429972;0.0012205759761855007;0.0001908024364124464;0.14896655082702637
6;Total de beneficiarios <-> blocoRendaTodos;Light GBM;1;0.035236350924755654;0.02290498762127942;0.0012594872457334678;0.00019517600413723683;0.19298243522644043
7;Total de beneficiarios <-> blocoRendaTodos;MLP;1;0.05065704584121704;0.025950089363187948;0.001242089830338955;0.0002085546458750739;35.696.351.766.586.300
8;Total de beneficiarios <-> blocoRendaTodos;Regressão linear;2;0.009175576751807935;0.004175280254334672;0.0015685057287568166;7,14E+10;0.010018587112426758
9;Total de beneficiarios <-> blocoRendaTodos;XGBoost;2;0.03965427875518799;0.04010712316372023;0.001518485345877707;5,69E+10;0.18338584899902344
10;Total de beneficiarios <-> blocoRendaTodos;Light GBM;2;0.005845955344016551;0.034874891021642436;0.0015715542693314553;3,32E+10;0.19774794578552246
11;Total de beneficiarios <-> blocoRendaTodos;MLP;2;-0.0016965150833129882;0.0020279392241618634;0.0015859516337513925;7,71E+10;3.710.082.244.873.040
0;Total de beneficiarios <-> blocoSaude;Regressão linear;0;-0.011105069665991119;0.00844474254415212;0.017680057162304204;0.002108153627071694;0.009464740753173828
1;Total de beneficiarios <-> blocoSaude;XGBoost;0;-0.0890149712562561;0.0639266487951021;0.019130955822765826;0.0031090563780530583;0.12993597984313965
2;Total de beneficiarios <-> blocoSaude;Light GBM;0;-0.055955965189017354;0.042051989512405824;0.01853826798931279;0.0028333903641767936;0.08445429801940918
3;Total de beneficiarios <-> blocoSaude;MLP;0;-0.01740318536758423;0.022401663769130605;0.01775638908147812;0.0018652441104994664;12.912.082.433.700.500
0;Total de beneficiarios <-> blocoSaude;Regressão linear;0;-0.011105069665991119;0.00844474254415212;0.017680057162304204;0.002108153627071694;0.009464740753173828
1;Total de beneficiarios <-> blocoSaude;XGBoost;0;-0.0890149712562561;0.0639266487951021;0.019130955822765826;0.0031090563780530583;0.12993597984313965
2;Total de beneficiarios <-> blocoSaude;Light GBM;0;-0.055955965189017354;0.042051989512405824;0.01853826798931279;0.0028333903641767936;0.08445429801940918
3;Total de beneficiarios <-> blocoSaude;MLP;0;-0.01740318536758423;0.022401663769130605;0.01775638908147812;0.0018652441104994664;12.912.082.433.700.500
4;Total de beneficiarios <-> blocoSaude;Regressão linear;1;0.05967154183050052;0.008751860784934078;0.00027718293684334135;4,72E+09;0.010359048843383789
5;Total de beneficiarios <-> blocoSaude;XGBoost;1;0.05758365392684937;0.006108609189960258;0.0002777174697257578;4,69E+10;0.15462541580200195
6;Total de beneficiarios <-> blocoSaude;Light GBM;1;0.029588181941275216;0.014769377704966377;0.0002852790503466285;4,41E+10;0.19507312774658203
7;Total de beneficiarios <-> blocoSaude;MLP;1;-0.012595486640930176;0.013494017992580702;0.00029820729396305977;4,91E+11;4.043.891.763.687.130
0;Total de beneficiarios <-> blocoSaude;Regressão linear;0;-0.011105069665991119;0.00844474254415212;0.017680057162304204;0.002108153627071694;0.009464740753173828
1;Total de beneficiarios <-> blocoSaude;XGBoost;0;-0.0890149712562561;0.0639266487951021;0.019130955822765826;0.0031090563780530583;0.12993597984313965
2;Total de beneficiarios <-> blocoSaude;Light GBM;0;-0.055955965189017354;0.042051989512405824;0.01853826798931279;0.0028333903641767936;0.08445429801940918
3;Total de beneficiarios <-> blocoSaude;MLP;0;-0.01740318536758423;0.022401663769130605;0.01775638908147812;0.0018652441104994664;12.912.082.433.700.500
4;Total de beneficiarios <-> blocoSaude;Regressão linear;1;0.05967154183050052;0.008751860784934078;0.00027718293684334135;4,72E+09;0.010359048843383789
5;Total de beneficiarios <-> blocoSaude;XGBoost;1;0.05758365392684937;0.006108609189960258;0.0002777174697257578;4,69E+10;0.15462541580200195
6;Total de beneficiarios <-> blocoSaude;Light GBM;1;0.029588181941275216;0.014769377704966377;0.0002852790503466285;4,41E+10;0.19507312774658203
7;Total de beneficiarios <-> blocoSaude;MLP;1;-0.012595486640930176;0.013494017992580702;0.00029820729396305977;4,91E+11;4.043.891.763.687.130
8;Total de beneficiarios <-> blocoSaude;Regressão linear;2;0.04193710769776391;0.005930196108348601;0.0018930898740724973;9,30E+08;0.01003408432006836
9;Total de beneficiarios <-> blocoSaude;XGBoost;2;0.10702952146530151;0.03620133052754729;0.0017611484043300151;2,69E+11;0.1408994197845459
10;Total de beneficiarios <-> blocoSaude;Light GBM;2;0.06629762965681149;0.049958471082742116;0.0018404184806568961;2,85E+10;0.17141342163085938
11;Total de beneficiarios <-> blocoSaude;MLP;2;-0.004125833511352539;0.003177634513918249;0.001984029868617654;9,48E+10;33.870.843.172.073.300
0;Total de beneficiarios <-> blocoSaudeResumido;Regressão linear;0;0.10893775512105183;0.011424868376991429;0.009797810267243984;0.0017960614768249474;0.008764266967773438
1;Total de beneficiarios <-> blocoSaudeResumido;XGBoost;0;0.1749686360359192;0.027359508804664954;0.009072412736713886;0.0017278412722848344;0.17636704444885254
2;Total de beneficiarios <-> blocoSaudeResumido;Light GBM;0;0.14886637425886043;0.05473550749786391;0.009290046606319489;0.00142203902483298;0.2028977870941162
3;Total de beneficiarios <-> blocoSaudeResumido;MLP;0;0.1348099946975708;0.02139196600182631;0.009526897035539151;0.0018438143338281956;3.473.041.081.428.520
0;Total de beneficiarios <-> blocoSaudeResumido;Regressão linear;0;0.10893775512105183;0.011424868376991429;0.009797810267243984;0.0017960614768249474;0.008764266967773438
1;Total de beneficiarios <-> blocoSaudeResumido;XGBoost;0;0.1749686360359192;0.027359508804664954;0.009072412736713886;0.0017278412722848344;0.17636704444885254
2;Total de beneficiarios <-> blocoSaudeResumido;Light GBM;0;0.14886637425886043;0.05473550749786391;0.009290046606319489;0.00142203902483298;0.2028977870941162
3;Total de beneficiarios <-> blocoSaudeResumido;MLP;0;0.1348099946975708;0.02139196600182631;0.009526897035539151;0.0018438143338281956;3.473.041.081.428.520
4;Total de beneficiarios <-> blocoSaudeResumido;Regressão linear;1;0.05105739761579449;0.0068325621095454;0.0008120041564086562;0.0003066728213624938;0.010286092758178711
5;Total de beneficiarios <-> blocoSaudeResumido;XGBoost;1;0.09080944061279297;0.06669453274459089;0.0007813058444298803;0.00031163604185380336;0.16289758682250977
6;Total de beneficiarios <-> blocoSaudeResumido;Light GBM;1;0.06251155592138342;0.10937869823724349;0.000793414878183322;0.000291092119539964;0.22102975845336914
7;Total de beneficiarios <-> blocoSaudeResumido;MLP;1;0.049548327922821045;0.02710933560839124;0.0008115522796288133;0.00030336797651128836;4.087.937.569.618.220
0;Total de beneficiarios <-> blocoSaudeTodos;Regressão linear;0;0.16345960073999347;0.02246670204300919;0.00951185412093274;0.0010241445222186909;0.012685060501098633
1;Total de beneficiarios <-> blocoSaudeTodos;XGBoost;0;0.2807796001434326;0.018238863628538056;0.008181396778672934;0.000911887564053626;0.19317388534545898
2;Total de beneficiarios <-> blocoSaudeTodos;Light GBM;0;0.3247519879716751;0.02594784135202354;0.007691990339172778;0.0009774307415196652;0.21182775497436523
3;Total de beneficiarios <-> blocoSaudeTodos;MLP;0;0.22232571840286255;0.022994909244098534;0.008871165290474891;0.001194945753540024;3.391.214.632.987.970
0;Total de beneficiarios <-> blocoSaudeTodos;Regressão linear;0;0.16345960073999347;0.02246670204300919;0.00951185412093274;0.0010241445222186909;0.012685060501098633
1;Total de beneficiarios <-> blocoSaudeTodos;XGBoost;0;0.2807796001434326;0.018238863628538056;0.008181396778672934;0.000911887564053626;0.19317388534545898
2;Total de beneficiarios <-> blocoSaudeTodos;Light GBM;0;0.3247519879716751;0.02594784135202354;0.007691990339172778;0.0009774307415196652;0.21182775497436523
3;Total de beneficiarios <-> blocoSaudeTodos;MLP;0;0.22232571840286255;0.022994909244098534;0.008871165290474891;0.001194945753540024;3.391.214.632.987.970
4;Total de beneficiarios <-> blocoSaudeTodos;Regressão linear;1;0.09236978353306566;0.01428541965825855;0.0012045734228823073;0.0002452964641720594;0.011674642562866211
5;Total de beneficiarios <-> blocoSaudeTodos;XGBoost;1;0.17621742486953734;0.024881364235251068;0.0010908114374615252;0.00020342679021000077;0.21463966369628906
6;Total de beneficiarios <-> blocoSaudeTodos;Light GBM;1;0.21526427835087217;0.04771467073539929;0.0010376747669362501;0.00019755450538550318;0.2301476001739502
7;Total de beneficiarios <-> blocoSaudeTodos;MLP;1;-0.001278233528137207;0.0016335618690975257;0.0013269384740851819;0.00025689550347910616;4.241.410.303.115.840
0;Total de beneficiarios <-> independenteTodos;Regressão linear;0;0.43456384839190887;0.028375522643431007;0.005705512050254875;0.0009049261945283056;0.02157425880432129
1;Total de beneficiarios <-> independenteTodos;XGBoost;0;0.695361852645874;0.038068663363486535;0.0030977290123701097;0.0007501830113544529;0.3133125305175781
2;Total de beneficiarios <-> independenteTodos;Light GBM;0;0.7734498507955588;0.03793120471232363;0.002304175622668022;0.0006407509062972728;0.3214578628540039
3;Total de beneficiarios <-> independenteTodos;MLP;0;0.6489340424537658;0.049516468863668436;0.003491675155237317;0.0003631502839911036;360.176.215.171.814
0;Total de beneficiarios <-> independenteTodos;Regressão linear;0;0.43456384839190887;0.028375522643431007;0.005705512050254875;0.0009049261945283056;0.02157425880432129
1;Total de beneficiarios <-> independenteTodos;XGBoost;0;0.695361852645874;0.038068663363486535;0.0030977290123701097;0.0007501830113544529;0.3133125305175781
2;Total de beneficiarios <-> independenteTodos;Light GBM;0;0.7734498507955588;0.03793120471232363;0.002304175622668022;0.0006407509062972728;0.3214578628540039
3;Total de beneficiarios <-> independenteTodos;MLP;0;0.6489340424537658;0.049516468863668436;0.003491675155237317;0.0003631502839911036;360.176.215.171.814
4;Total de beneficiarios <-> independenteTodos;Regressão linear;1;0.3210358907886576;0.032597800870246905;0.0017269452722138568;0.0003848267565818304;0.022099971771240234
5;Total de beneficiarios <-> independenteTodos;XGBoost;1;0.6666081428527832;0.05685355204657589;0.0008334049489349127;0.00017172371624469648;0.3273320198059082
6;Total de beneficiarios <-> independenteTodos;Light GBM;1;0.7083666687220462;0.03755817601716825;0.0007290773712245477;0.00012155158508054168;0.3258841037750244
7;Total de beneficiarios <-> independenteTodos;MLP;1;0.5771542191505432;0.12040796747221987;0.001092685922048986;0.0004806995896098703;4.198.741.936.683.650
0;Valor total repassado <-> Idese;Regressão linear;0;-0.038155673492232034;0.03963359580805958;0.02789528853109296;0.006364021741565025;0.008561372756958008
1;Valor total repassado <-> Idese;XGBoost;0;-0.09855953454971314;0.1257169765590557;0.02911837100982666;0.005413074709765145;0.1185903549194336
2;Valor total repassado <-> Idese;Light GBM;0;0.03939750548540892;0.06826463319339098;0.025631230470665557;0.005306953159397262;0.06979060173034668
3;Valor total repassado <-> Idese;MLP;0;-0.1264025926589966;0.15211548348001797;0.030256659910082816;0.007663310536633505;12.690.752.267.837.500
0;Valor total repassado <-> Idese;Regressão linear;0;-0.038155673492232034;0.03963359580805958;0.02789528853109296;0.006364021741565025;0.008561372756958008
1;Valor total repassado <-> Idese;XGBoost;0;-0.09855953454971314;0.1257169765590557;0.02911837100982666;0.005413074709765145;0.1185903549194336
2;Valor total repassado <-> Idese;Light GBM;0;0.03939750548540892;0.06826463319339098;0.025631230470665557;0.005306953159397262;0.06979060173034668
3;Valor total repassado <-> Idese;MLP;0;-0.1264025926589966;0.15211548348001797;0.030256659910082816;0.007663310536633505;12.690.752.267.837.500
4;Valor total repassado <-> Idese;Regressão linear;1;-0.004726299547842561;0.0060154917529736925;0.0015528879303794568;0.0002539214211751748;0.009004831314086914
5;Valor total repassado <-> Idese;XGBoost;1;-0.00329437255859375;0.0164815655510891;0.0015500545036047698;0.0002492864171181914;0.1561450958251953
6;Valor total repassado <-> Idese;Light GBM;1;-0.03615912752263713;0.015664446183011056;0.0015985931974044246;0.0002416412776512086;0.18419456481933594
7;Valor total repassado <-> Idese;MLP;1;-0.006669402122497559;0.00393643462561025;0.001554999896325171;0.0002482265640237179;3.407.866.382.598.870
0;Valor total repassado <-> Idese;Regressão linear;0;-0.038155673492232034;0.03963359580805958;0.02789528853109296;0.006364021741565025;0.008561372756958008
