id;Combinacao;Modelo;Grupo;R2 medio;Desvio R2;MSE medio;Desvio MSE;Tempo
2;Total de beneficiarios <-> blocos;Light GBM;0;0.22968857195307138;0.052767583884949676;0.011213877220846769;0.001012325890254849;0.19368815422058105
3;Total de beneficiarios <-> blocos;MLP;0;0.20411468744277955;0.0305501545654625;0.01161980014294386;0.0011762314949787071;24.129.453.897.476.100
4;Total de beneficiarios <-> blocos;Regressão linear;1;0.11059324906894166;0.010141416132405032;0.0020916370097320163;0.0001814903313342896;0.012153148651123047
5;Total de beneficiarios <-> blocos;XGBoost;1;0.1322166919708252;0.009676278847374284;0.0020411076257005334;0.00018030781827316588;0.20062589645385742
6;Total de beneficiarios <-> blocos;Light GBM;1;0.09447249597380858;0.017669947802631862;0.002130774968023134;0.00019881161597512482;0.22482824325561523
7;Total de beneficiarios <-> blocos;MLP;1;0.12688785791397095;0.015377685858726661;0.002051460649818182;0.0001584255346487548;4.146.487.641.334.530
8;Total de beneficiarios <-> blocos;Regressão linear;2;0.15450582325915047;0.028976614646783555;0.0026838641515180483;0.00034997135611517763;0.008589506149291992
9;Total de beneficiarios <-> blocos;XGBoost;2;0.31355124711990356;0.036310571863555116;0.0021776361390948296;0.00029103996531970074;0.16377830505371094
10;Total de beneficiarios <-> blocos;Light GBM;2;0.24275016399367227;0.06800879512066167;0.0023831308838573417;0.00019890156067774856;0.18772602081298828
11;Total de beneficiarios <-> blocos;MLP;2;0.23972723484039307;0.04402364112886096;0.002421623794361949;0.00039227269360087177;20.104.068.994.522.000
0;Total de beneficiarios <-> blocoEducacao;Regressão linear;0;0.0006624600470427566;0.05967807213057599;0.019785228127213526;0.0035901351779480746;0.008926630020141602
1;Total de beneficiarios <-> blocoEducacao;XGBoost;0;-0.01949172019958496;0.09142011048470343;0.020110470429062843;0.0036771227208315087;0.12764906883239746
2;Total de beneficiarios <-> blocoEducacao;Light GBM;0;-0.03291114127801431;0.0805968679019396;0.02034801870524238;0.0033621955540119727;0.07966160774230957
3;Total de beneficiarios <-> blocoEducacao;MLP;0;-0.05483565330505371;0.09339675380579451;0.020711074024438857;0.0029988397781985135;1.308.576.774.597.160
0;Total de beneficiarios <-> blocoEducacao;Regressão linear;0;0.0006624600470427566;0.05967807213057599;0.019785228127213526;0.0035901351779480746;0.008926630020141602
1;Total de beneficiarios <-> blocoEducacao;XGBoost;0;-0.01949172019958496;0.09142011048470343;0.020110470429062843;0.0036771227208315087;0.12764906883239746
2;Total de beneficiarios <-> blocoEducacao;Light GBM;0;-0.03291114127801431;0.0805968679019396;0.02034801870524238;0.0033621955540119727;0.07966160774230957
3;Total de beneficiarios <-> blocoEducacao;MLP;0;-0.05483565330505371;0.09339675380579451;0.020711074024438857;0.0029988397781985135;1.308.576.774.597.160
4;Total de beneficiarios <-> blocoEducacao;Regressão linear;1;0.019845143229954586;0.002970981147263656;0.0011725754698791665;0.00013694694602407577;0.008846282958984375
5;Total de beneficiarios <-> blocoEducacao;XGBoost;1;0.01580324172973633;0.005749204962372885;0.0011777023784816266;0.00014036702919711607;0.15107154846191406
6;Total de beneficiarios <-> blocoEducacao;Light GBM;1;-0.008674223049349328;0.0067856796931743514;0.0012071468756591126;0.00014496269128677535;0.18083953857421875
7;Total de beneficiarios <-> blocoEducacao;MLP;1;0.00805196762084961;0.006063019691740727;0.0011868435656651854;0.0001401725012909457;46.860.374.450.683.500
0;Total de beneficiarios <-> blocoEducacao;Regressão linear;0;0.0006624600470427566;0.05967807213057599;0.019785228127213526;0.0035901351779480746;0.008926630020141602
1;Total de beneficiarios <-> blocoEducacao;XGBoost;0;-0.01949172019958496;0.09142011048470343;0.020110470429062843;0.0036771227208315087;0.12764906883239746
2;Total de beneficiarios <-> blocoEducacao;Light GBM;0;-0.03291114127801431;0.0805968679019396;0.02034801870524238;0.0033621955540119727;0.07966160774230957
3;Total de beneficiarios <-> blocoEducacao;MLP;0;-0.05483565330505371;0.09339675380579451;0.020711074024438857;0.0029988397781985135;1.308.576.774.597.160
4;Total de beneficiarios <-> blocoEducacao;Regressão linear;1;0.019845143229954586;0.002970981147263656;0.0011725754698791665;0.00013694694602407577;0.008846282958984375
5;Total de beneficiarios <-> blocoEducacao;XGBoost;1;0.01580324172973633;0.005749204962372885;0.0011777023784816266;0.00014036702919711607;0.15107154846191406
6;Total de beneficiarios <-> blocoEducacao;Light GBM;1;-0.008674223049349328;0.0067856796931743514;0.0012071468756591126;0.00014496269128677535;0.18083953857421875
7;Total de beneficiarios <-> blocoEducacao;MLP;1;0.00805196762084961;0.006063019691740727;0.0011868435656651854;0.0001401725012909457;46.860.374.450.683.500
8;Total de beneficiarios <-> blocoEducacao;Regressão linear;2;0.0014754784909035256;0.0028595463552885964;0.0011147737532965559;7,77E+10;0.011372089385986328
9;Total de beneficiarios <-> blocoEducacao;XGBoost;2;0.00426633358001709;0.01892856391698905;0.001111585646867752;7,93E+10;0.15169286727905273
10;Total de beneficiarios <-> blocoEducacao;Light GBM;2;-0.03709219760628026;0.031466126720137086;0.0011578032530238955;8,68E+09;0.17770934104919434
11;Total de beneficiarios <-> blocoEducacao;MLP;2;-0.005877149105072021;0.008426147910438634;0.0011231048265472054;8,01E+10;292.466.082.572.937
0;Total de beneficiarios <-> blocoEducacaoResumido;Regressão linear;0;0.4305102198414604;0.058937953228412686;0.009880685732987709;0.002888598306447685;0.008808374404907227
1;Total de beneficiarios <-> blocoEducacaoResumido;XGBoost;0;0.5975686430931091;0.04252201225776276;0.007070924714207649;0.0022247977705927677;0.17102456092834473
2;Total de beneficiarios <-> blocoEducacaoResumido;Light GBM;0;0.5913765678097024;0.05575448549428524;0.007234221171477845;0.0024729897184000136;0.1953744888305664
3;Total de beneficiarios <-> blocoEducacaoResumido;MLP;0;0.5811460733413696;0.08037854336645217;0.007422959338873625;0.0027370161772519133;18.132.470.846.176.100
0;Total de beneficiarios <-> blocoEducacaoResumido;Regressão linear;0;0.4305102198414604;0.058937953228412686;0.009880685732987709;0.002888598306447685;0.008808374404907227
1;Total de beneficiarios <-> blocoEducacaoResumido;XGBoost;0;0.5975686430931091;0.04252201225776276;0.007070924714207649;0.0022247977705927677;0.17102456092834473
2;Total de beneficiarios <-> blocoEducacaoResumido;Light GBM;0;0.5913765678097024;0.05575448549428524;0.007234221171477845;0.0024729897184000136;0.1953744888305664
3;Total de beneficiarios <-> blocoEducacaoResumido;MLP;0;0.5811460733413696;0.08037854336645217;0.007422959338873625;0.0027370161772519133;18.132.470.846.176.100
4;Total de beneficiarios <-> blocoEducacaoResumido;Regressão linear;1;0.2861303063309813;0.037588173968816974;0.0027541469071079494;0.0003830547421122843;0.011483430862426758
5;Total de beneficiarios <-> blocoEducacaoResumido;XGBoost;1;0.5162159562110901;0.07234838260886053;0.0018472820986062289;0.0002523101369563876;0.20794320106506348
6;Total de beneficiarios <-> blocoEducacaoResumido;Light GBM;1;0.5326165785644819;0.05540903232593392;0.001784253140454622;0.00016687777804562511;0.21994495391845703
7;Total de beneficiarios <-> blocoEducacaoResumido;MLP;1;0.49582475423812866;0.060465789569767336;0.0019254010636359452;0.00019439972136019276;52.473.156.452.178.900
0;Total de beneficiarios <-> blocoEducacaoResumido;Regressão linear;0;0.4305102198414604;0.058937953228412686;0.009880685732987709;0.002888598306447685;0.008808374404907227
1;Total de beneficiarios <-> blocoEducacaoResumido;XGBoost;0;0.5975686430931091;0.04252201225776276;0.007070924714207649;0.0022247977705927677;0.17102456092834473
2;Total de beneficiarios <-> blocoEducacaoResumido;Light GBM;0;0.5913765678097024;0.05575448549428524;0.007234221171477845;0.0024729897184000136;0.1953744888305664
3;Total de beneficiarios <-> blocoEducacaoResumido;MLP;0;0.5811460733413696;0.08037854336645217;0.007422959338873625;0.0027370161772519133;18.132.470.846.176.100
4;Total de beneficiarios <-> blocoEducacaoResumido;Regressão linear;1;0.2861303063309813;0.037588173968816974;0.0027541469071079494;0.0003830547421122843;0.011483430862426758
5;Total de beneficiarios <-> blocoEducacaoResumido;XGBoost;1;0.5162159562110901;0.07234838260886053;0.0018472820986062289;0.0002523101369563876;0.20794320106506348
6;Total de beneficiarios <-> blocoEducacaoResumido;Light GBM;1;0.5326165785644819;0.05540903232593392;0.001784253140454622;0.00016687777804562511;0.21994495391845703
7;Total de beneficiarios <-> blocoEducacaoResumido;MLP;1;0.49582475423812866;0.060465789569767336;0.0019254010636359452;0.00019439972136019276;52.473.156.452.178.900
8;Total de beneficiarios <-> blocoEducacaoResumido;Regressão linear;2;0.24716846640684853;0.07078159430711017;0.002113273144795193;0.0005029425686465854;0.011384010314941406
9;Total de beneficiarios <-> blocoEducacaoResumido;XGBoost;2;0.5405630707740784;0.15901442423742043;0.0013401883537881077;0.0007799571286471891;0.1682443618774414
10;Total de beneficiarios <-> blocoEducacaoResumido;Light GBM;2;0.5169913796595254;0.08581125942265946;0.0013576031829568157;0.00042964183642083133;0.17678165435791016
11;Total de beneficiarios <-> blocoEducacaoResumido;MLP;2;0.4571032404899597;0.1518765360679265;0.0014560643350705505;0.00030456030049405753;17.026.954.650.878.900
0;Total de beneficiarios <-> blocoEducacaoTodos;Regressão linear;0;0.42494975098962556;0.05727140188202663;0.009489692106651794;0.0016025235822446989;0.009564876556396484
1;Total de beneficiarios <-> blocoEducacaoTodos;XGBoost;0;0.6191461682319641;0.033472871343526694;0.006312564667314291;0.0011766566657323049;0.19754290580749512
2;Total de beneficiarios <-> blocoEducacaoTodos;Light GBM;0;0.6288117614404642;0.06993074875415255;0.0060682936347885635;0.0010424390913940226;0.19943523406982422
3;Total de beneficiarios <-> blocoEducacaoTodos;MLP;0;0.5461773157119751;0.06788667814743507;0.007425234373658896;0.001156575737843308;19.538.137.912.750.200
0;Total de beneficiarios <-> blocoEducacaoTodos;Regressão linear;0;0.42494975098962556;0.05727140188202663;0.009489692106651794;0.0016025235822446989;0.009564876556396484
1;Total de beneficiarios <-> blocoEducacaoTodos;XGBoost;0;0.6191461682319641;0.033472871343526694;0.006312564667314291;0.0011766566657323049;0.19754290580749512
2;Total de beneficiarios <-> blocoEducacaoTodos;Light GBM;0;0.6288117614404642;0.06993074875415255;0.0060682936347885635;0.0010424390913940226;0.19943523406982422
3;Total de beneficiarios <-> blocoEducacaoTodos;MLP;0;0.5461773157119751;0.06788667814743507;0.007425234373658896;0.001156575737843308;19.538.137.912.750.200
4;Total de beneficiarios <-> blocoEducacaoTodos;Regressão linear;1;0.2677310422714381;0.021222090544889913;0.0024775044047844405;0.00046385218079971255;0.012376546859741211
5;Total de beneficiarios <-> blocoEducacaoTodos;XGBoost;1;0.539584469795227;0.06040235094722539;0.0015277569182217121;0.00015621415179293248;0.22652006149291992
6;Total de beneficiarios <-> blocoEducacaoTodos;Light GBM;1;0.5899144372434056;0.049876881429573784;0.0013634766071079867;0.0001528869879355293;0.25247693061828613
7;Total de beneficiarios <-> blocoEducacaoTodos;MLP;1;-0.0024174928665161135;0.0029597207148505263;0.00341039621271193;0.0007352239288736712;48.027.700.662.612.900
0;Total de beneficiarios <-> blocoEducacaoTodos;Regressão linear;0;0.42494975098962556;0.05727140188202663;0.009489692106651794;0.0016025235822446989;0.009564876556396484
1;Total de beneficiarios <-> blocoEducacaoTodos;XGBoost;0;0.6191461682319641;0.033472871343526694;0.006312564667314291;0.0011766566657323049;0.19754290580749512
2;Total de beneficiarios <-> blocoEducacaoTodos;Light GBM;0;0.6288117614404642;0.06993074875415255;0.0060682936347885635;0.0010424390913940226;0.19943523406982422
3;Total de beneficiarios <-> blocoEducacaoTodos;MLP;0;0.5461773157119751;0.06788667814743507;0.007425234373658896;0.001156575737843308;19.538.137.912.750.200
4;Total de beneficiarios <-> blocoEducacaoTodos;Regressão linear;1;0.2677310422714381;0.021222090544889913;0.0024775044047844405;0.00046385218079971255;0.012376546859741211
5;Total de beneficiarios <-> blocoEducacaoTodos;XGBoost;1;0.539584469795227;0.06040235094722539;0.0015277569182217121;0.00015621415179293248;0.22652006149291992
6;Total de beneficiarios <-> blocoEducacaoTodos;Light GBM;1;0.5899144372434056;0.049876881429573784;0.0013634766071079867;0.0001528869879355293;0.25247693061828613
7;Total de beneficiarios <-> blocoEducacaoTodos;MLP;1;-0.0024174928665161135;0.0029597207148505263;0.00341039621271193;0.0007352239288736712;48.027.700.662.612.900
8;Total de beneficiarios <-> blocoEducacaoTodos;Regressão linear;2;0.27352871449539934;0.06465913210754316;0.002174505055386663;0.00034883277401063714;0.008767843246459961
9;Total de beneficiarios <-> blocoEducacaoTodos;XGBoost;2;0.5908301591873169;0.026034424118796008;0.0012335600913502276;0.000237544089683161;0.18383264541625977
10;Total de beneficiarios <-> blocoEducacaoTodos;Light GBM;2;0.5400607272334657;0.09978714595018146;0.001359938631966665;0.00031277185999671245;0.20624756813049316
11;Total de beneficiarios <-> blocoEducacaoTodos;MLP;2;0.5684759259223938;0.0694047280839044;0.0012756641022861003;0.00019675410189695067;1.818.818.163.871.760
0;Total de beneficiarios <-> blocoRenda;Regressão linear;0;-0.036231090827609516;0.02692459255081245;0.018105133131666992;0.005860409811000753;0.00917959213256836
1;Total de beneficiarios <-> blocoRenda;XGBoost;0;-0.11859402656555176;0.23875396321147116;0.019245070964097978;0.006655485173604391;0.1480112075805664
2;Total de beneficiarios <-> blocoRenda;Light GBM;0;-0.032310367574733226;0.1452382036482647;0.018450666802104283;0.007855321027012235;0.07734990119934082
3;Total de beneficiarios <-> blocoRenda;MLP;0;-0.03535287380218506;0.027652771633888653;0.017999823205173016;0.00548233909062835;1.264.259.386.062.620
0;Total de beneficiarios <-> blocoRenda;Regressão linear;0;-0.036231090827609516;0.02692459255081245;0.018105133131666992;0.005860409811000753;0.00917959213256836
1;Total de beneficiarios <-> blocoRenda;XGBoost;0;-0.11859402656555176;0.23875396321147116;0.019245070964097978;0.006655485173604391;0.1480112075805664
2;Total de beneficiarios <-> blocoRenda;Light GBM;0;-0.032310367574733226;0.1452382036482647;0.018450666802104283;0.007855321027012235;0.07734990119934082
3;Total de beneficiarios <-> blocoRenda;MLP;0;-0.03535287380218506;0.027652771633888653;0.017999823205173016;0.00548233909062835;1.264.259.386.062.620
4;Total de beneficiarios <-> blocoRenda;Regressão linear;1;-0.0017194445107844513;0.002586794744870639;0.001176812239994198;0.00011030210212115504;0.010861635208129883
5;Total de beneficiarios <-> blocoRenda;XGBoost;1;-0.012625384330749511;0.005989186709850231;0.0011897116666659713;0.00011283666024121229;0.14822030067443848
6;Total de beneficiarios <-> blocoRenda;Light GBM;1;-0.04524822768627419;0.01002072086531583;0.001227442060671037;0.0001096634116347453;0.17151498794555664
7;Total de beneficiarios <-> blocoRenda;MLP;1;-0.00047705173492431643;0.0009135771086309163;0.0011752208694815636;0.00010851217448665694;391.208.815.574.646
0;Total de beneficiarios <-> blocoRenda;Regressão linear;0;-0.036231090827609516;0.02692459255081245;0.018105133131666992;0.005860409811000753;0.00917959213256836
1;Total de beneficiarios <-> blocoRenda;XGBoost;0;-0.11859402656555176;0.23875396321147116;0.019245070964097978;0.006655485173604391;0.1480112075805664
2;Total de beneficiarios <-> blocoRenda;Light GBM;0;-0.032310367574733226;0.1452382036482647;0.018450666802104283;0.007855321027012235;0.07734990119934082
3;Total de beneficiarios <-> blocoRenda;MLP;0;-0.03535287380218506;0.027652771633888653;0.017999823205173016;0.00548233909062835;1.264.259.386.062.620
4;Total de beneficiarios <-> blocoRenda;Regressão linear;1;-0.0017194445107844513;0.002586794744870639;0.001176812239994198;0.00011030210212115504;0.010861635208129883
5;Total de beneficiarios <-> blocoRenda;XGBoost;1;-0.012625384330749511;0.005989186709850231;0.0011897116666659713;0.00011283666024121229;0.14822030067443848
6;Total de beneficiarios <-> blocoRenda;Light GBM;1;-0.04524822768627419;0.01002072086531583;0.001227442060671037;0.0001096634116347453;0.17151498794555664
7;Total de beneficiarios <-> blocoRenda;MLP;1;-0.00047705173492431643;0.0009135771086309163;0.0011752208694815636;0.00010851217448665694;391.208.815.574.646
8;Total de beneficiarios <-> blocoRenda;Regressão linear;2;0.0036005186864323637;0.007641678744184614;0.001188000653360514;0.00014018796806826707;0.010893106460571289
9;Total de beneficiarios <-> blocoRenda;XGBoost;2;0.0007899045944213867;0.016222505782623995;0.0011902449768967927;0.00013298249784766708;0.15726542472839355
10;Total de beneficiarios <-> blocoRenda;Light GBM;2;-0.024366861787818994;0.0169799564434656;0.0012197035434744993;0.00013172599983336393;0.168104887008667
11;Total de beneficiarios <-> blocoRenda;MLP;2;-0.020683097839355468;0.030987763763697315;0.0012153590098023415;0.00013762335364299504;38.940.006.732.940.600
0;Total de beneficiarios <-> blocoRendaTodos;Regressão linear;0;0.08011585416794235;0.020950929414412692;0.00982930083633198;0.001323050314805016;0.010367393493652344
1;Total de beneficiarios <-> blocoRendaTodos;XGBoost;0;0.36284518241882324;0.07853648517500643;0.006733813602477312;0.0006697252218492703;0.16930031776428223
2;Total de beneficiarios <-> blocoRendaTodos;Light GBM;0;0.3366750475539031;0.0701440699291902;0.007039993636000838;0.0008271000769549679;0.19854092597961426
3;Total de beneficiarios <-> blocoRendaTodos;MLP;0;0.34284467697143556;0.07640948258074008;0.0069319367408752445;0.0005298069751430928;37.467.071.533.203.100
0;Total de beneficiarios <-> blocoRendaTodos;Regressão linear;0;0.08011585416794235;0.020950929414412692;0.00982930083633198;0.001323050314805016;0.010367393493652344
1;Total de beneficiarios <-> blocoRendaTodos;XGBoost;0;0.36284518241882324;0.07853648517500643;0.006733813602477312;0.0006697252218492703;0.16930031776428223
2;Total de beneficiarios <-> blocoRendaTodos;Light GBM;0;0.3366750475539031;0.0701440699291902;0.007039993636000838;0.0008271000769549679;0.19854092597961426
3;Total de beneficiarios <-> blocoRendaTodos;MLP;0;0.34284467697143556;0.07640948258074008;0.0069319367408752445;0.0005298069751430928;37.467.071.533.203.100
4;Total de beneficiarios <-> blocoRendaTodos;Regressão linear;1;0.009175576751807935;0.004175280254334672;0.0015685057287568166;7,14E+10;0.011006355285644531
5;Total de beneficiarios <-> blocoRendaTodos;XGBoost;1;0.03965427875518799;0.04010712316372023;0.001518485345877707;5,69E+10;0.16138076782226562
6;Total de beneficiarios <-> blocoRendaTodos;Light GBM;1;0.005845955344016551;0.034874891021642436;0.0015715542693314553;3,32E+10;0.20415949821472168
7;Total de beneficiarios <-> blocoRendaTodos;MLP;1;0.039769458770751956;0.013389512275891066;0.0015198106411844492;6,62E+10;3.955.162.787.437.430
0;Total de beneficiarios <-> blocoSaude;Regressão linear;0;-0.011105069665991119;0.00844474254415212;0.017680057162304204;0.002108153627071694;0.00824117660522461
1;Total de beneficiarios <-> blocoSaude;XGBoost;0;-0.0890149712562561;0.0639266487951021;0.019130955822765826;0.0031090563780530583;0.13265371322631836
2;Total de beneficiarios <-> blocoSaude;Light GBM;0;-0.055955965189017354;0.042051989512405824;0.01853826798931279;0.0028333903641767936;0.07060980796813965
3;Total de beneficiarios <-> blocoSaude;MLP;0;-0.017238914966583252;0.02704944494756738;0.017751088365912437;0.001855588196868693;12.928.823.232.650.700
0;Total de beneficiarios <-> blocoSaude;Regressão linear;0;-0.011105069665991119;0.00844474254415212;0.017680057162304204;0.002108153627071694;0.00824117660522461
1;Total de beneficiarios <-> blocoSaude;XGBoost;0;-0.0890149712562561;0.0639266487951021;0.019130955822765826;0.0031090563780530583;0.13265371322631836
2;Total de beneficiarios <-> blocoSaude;Light GBM;0;-0.055955965189017354;0.042051989512405824;0.01853826798931279;0.0028333903641767936;0.07060980796813965
3;Total de beneficiarios <-> blocoSaude;MLP;0;-0.017238914966583252;0.02704944494756738;0.017751088365912437;0.001855588196868693;12.928.823.232.650.700
4;Total de beneficiarios <-> blocoSaude;Regressão linear;1;0.2076163991842483;0.006477923689168843;0.0010194759669697514;2,27E+10;0.009166955947875977
5;Total de beneficiarios <-> blocoSaude;XGBoost;1;0.21595852375030516;0.018536701742579962;0.0010084478766657413;2,01E+11;0.14251065254211426
6;Total de beneficiarios <-> blocoSaude;Light GBM;1;0.20190155178696348;0.018769654396865686;0.0010266280924707905;2,49E+10;0.20747995376586914
7;Total de beneficiarios <-> blocoSaude;MLP;1;0.20320996046066284;0.020106404426309333;0.0010249787475913763;2,79E+11;6.370.595.026.016.230
0;Total de beneficiarios <-> blocoSaudeResumido;Regressão linear;0;0.028115788451113753;0.010611543941511908;0.0024999812601749056;0.00030859347899161435;0.009194135665893555
1;Total de beneficiarios <-> blocoSaudeResumido;XGBoost;0;0.0754897117614746;0.011360118396825186;0.0023803495801985263;0.00031049351994025324;0.16846251487731934
2;Total de beneficiarios <-> blocoSaudeResumido;Light GBM;0;0.04386846375207769;0.0353106179668877;0.0024585391104884986;0.0003122323811588645;0.21489906311035156
3;Total de beneficiarios <-> blocoSaudeResumido;MLP;0;0.05080835819244385;0.022417402254841033;0.0024447508156299593;0.00033521057208487373;27.849.924.087.524.400
0;Total de beneficiarios <-> blocoSaudeResumido;Regressão linear;0;0.028115788451113753;0.010611543941511908;0.0024999812601749056;0.00030859347899161435;0.009194135665893555
1;Total de beneficiarios <-> blocoSaudeResumido;XGBoost;0;0.0754897117614746;0.011360118396825186;0.0023803495801985263;0.00031049351994025324;0.16846251487731934
2;Total de beneficiarios <-> blocoSaudeResumido;Light GBM;0;0.04386846375207769;0.0353106179668877;0.0024585391104884986;0.0003122323811588645;0.21489906311035156
3;Total de beneficiarios <-> blocoSaudeResumido;MLP;0;0.05080835819244385;0.022417402254841033;0.0024447508156299593;0.00033521057208487373;27.849.924.087.524.400
4;Total de beneficiarios <-> blocoSaudeResumido;Regressão linear;1;0.05105739761579449;0.0068325621095454;0.0008120041564086562;0.0003066728213624938;0.009869098663330078
5;Total de beneficiarios <-> blocoSaudeResumido;XGBoost;1;0.09080944061279297;0.06669453274459089;0.0007813058444298803;0.00031163604185380336;0.15848612785339355
6;Total de beneficiarios <-> blocoSaudeResumido;Light GBM;1;0.06251155592138342;0.10937869823724349;0.000793414878183322;0.000291092119539964;0.2096099853515625
7;Total de beneficiarios <-> blocoSaudeResumido;MLP;1;-0.008291840553283691;0.005002639407819627;0.000863935356028378;0.0003288250580849594;38.849.716.901.779.100
0;Total de beneficiarios <-> blocoSaudeResumido;Regressão linear;0;0.028115788451113753;0.010611543941511908;0.0024999812601749056;0.00030859347899161435;0.009194135665893555
1;Total de beneficiarios <-> blocoSaudeResumido;XGBoost;0;0.0754897117614746;0.011360118396825186;0.0023803495801985263;0.00031049351994025324;0.16846251487731934
2;Total de beneficiarios <-> blocoSaudeResumido;Light GBM;0;0.04386846375207769;0.0353106179668877;0.0024585391104884986;0.0003122323811588645;0.21489906311035156
3;Total de beneficiarios <-> blocoSaudeResumido;MLP;0;0.05080835819244385;0.022417402254841033;0.0024447508156299593;0.00033521057208487373;27.849.924.087.524.400
4;Total de beneficiarios <-> blocoSaudeResumido;Regressão linear;1;0.05105739761579449;0.0068325621095454;0.0008120041564086562;0.0003066728213624938;0.009869098663330078
5;Total de beneficiarios <-> blocoSaudeResumido;XGBoost;1;0.09080944061279297;0.06669453274459089;0.0007813058444298803;0.00031163604185380336;0.15848612785339355
6;Total de beneficiarios <-> blocoSaudeResumido;Light GBM;1;0.06251155592138342;0.10937869823724349;0.000793414878183322;0.000291092119539964;0.2096099853515625
7;Total de beneficiarios <-> blocoSaudeResumido;MLP;1;-0.008291840553283691;0.005002639407819627;0.000863935356028378;0.0003288250580849594;38.849.716.901.779.100
8;Total de beneficiarios <-> blocoSaudeResumido;Regressão linear;2;0.0563584745377808;0.05222129728877224;0.022862742532482168;0.0029079786388055934;0.008203983306884766
9;Total de beneficiarios <-> blocoSaudeResumido;XGBoost;2;0.23686227798461915;0.049354962988413596;0.0184433002024889;0.002101317492655549;0.16684985160827637
10;Total de beneficiarios <-> blocoSaudeResumido;Light GBM;2;0.1854798188668928;0.05852319265441924;0.019582047234428666;0.0011228113921745236;0.18283534049987793
